transaction_time;customer;product_name;category_name;quantity;unit_price
2018-04-09 08:08:25;horst_kloss.fejkmejl@gmail.com;Chartreuse verte;Beverages;80;18.0
2018-04-09 08:17:20;jose_pavarotti.fejkmejl@gmail.com;Mozzarella di Giovanni;Dairy Products;50;34.8
2018-04-09 08:18:43;horst_kloss.fejkmejl@gmail.com;Steeleye Stout;Beverages;100;18.0
2018-04-09 08:19:37;carlos_hernández.fejkmejl@gmail.com;Original Frankfurter grüne Soße;Condiments;15;13.0
2018-04-09 08:34:20;eduardo_saavedra.fejkmejl@gmail.com;Louisiana Fiery Hot Pepper Sauce;Condiments;5;21.05
2018-04-09 08:36:08;mario_pontes.fejkmejl@gmail.com;Borówka Basia;Luxury;20;21.37
2018-04-09 08:53:28;ann_devon.fejkmejl@gmail.com;Steeleye Stout;Beverages;35;18.0
2018-04-09 09:04:48;laurence_lebihan.fejkmejl@gmail.com;Tarte au sucre;Confections;14;49.3
2018-04-09 09:17:46;michael_holz.fejkmejl@gmail.com;Nord-Ost Matjeshering;Seafood;30;25.89
2018-04-09 09:19:16;victoria_ashworth.fejkmejl@gmail.com;Outback Lager;Beverages;7;15.0
2018-04-09 09:20:48;michael_holz.fejkmejl@gmail.com;Jack's New England Clam Chowder;Seafood;6;9.65
2018-04-09 09:21:46;roland_mendel.fejkmejl@gmail.com;Geitost;Dairy Products;60;2.5
2018-04-09 09:26:08;catherine_dewey.fejkmejl@gmail.com;Rössle Sauerkraut;Produce;20;45.6
2018-04-09 09:34:19;daniel_tonini.fejkmejl@gmail.com;Geitost;Dairy Products;7;2.5
2018-04-09 09:44:03;maria_larsson.fejkmejl@gmail.com;Jack's New England Clam Chowder;Seafood;25;9.65
2018-04-09 09:51:54;karl_jablonski.fejkmejl@gmail.com;Mishi Kobe Niku;Meat/Poultry;6;97.0
2018-04-09 10:02:00;hari_kumar.fejkmejl@gmail.com;Manjimup Dried Apples;Produce;18;53.0
2018-04-09 10:06:27;palle_ibsen.fejkmejl@gmail.com;Filo Mix;Grains/Cereals;15;7.0
2018-04-09 10:13:18;michael_holz.fejkmejl@gmail.com;Gudbrandsdalsost;Dairy Products;36;36.0
2018-04-09 10:13:41;patricia_mckenna.fejkmejl@gmail.com;Tofu;Produce;70;23.25
2018-04-09 10:24:34;felipe_izquierdo.fejkmejl@gmail.com;Escargots de Bourgogne;Seafood;30;13.25
2018-04-09 10:31:52;philip_cramer.fejkmejl@gmail.com;Konbu;Seafood;20;6.0
2018-04-09 10:42:48;carlos_gonzález.fejkmejl@gmail.com;Queso Manchego La Pastora;Dairy Products;30;38.0
2018-04-09 10:55:03;paul_henriot.fejkmejl@gmail.com;Konbu;Seafood;4;6.0
2018-04-09 10:56:09;jean_fresnière.fejkmejl@gmail.com;Zaanse koeken;Confections;16;9.5
2018-04-09 11:06:00;elizabeth_brown.fejkmejl@gmail.com;Mishi Kobe Niku;Meat/Poultry;3;97.0
2018-04-09 11:29:01;miguel_angel_paolino.fejkmejl@gmail.com;Maxilaku;Confections;30;20.0
2018-04-09 11:30:59;jose_pavarotti.fejkmejl@gmail.com;Singaporean Hokkien Fried Mee;Grains/Cereals;24;14.0
2018-04-09 11:33:54;alejandra_camino.fejkmejl@gmail.com;Singaporean Hokkien Fried Mee;Grains/Cereals;4;14.0
2018-04-09 11:45:00;carlos_gonzález.fejkmejl@gmail.com;Camembert Pierrot;Dairy Products;35;34.0
2018-04-09 11:45:59;yang_wang.fejkmejl@gmail.com;Singaporean Hokkien Fried Mee;Grains/Cereals;28;14.0
2018-04-09 12:01:43;yoshi_latimer.fejkmejl@gmail.com;Tourtière;Meat/Poultry;4;7.45
2018-04-09 12:05:09;roland_mendel.fejkmejl@gmail.com;Gustaf's Knäckebröd;Grains/Cereals;52;21.0
2018-04-09 12:05:11;jose_pavarotti.fejkmejl@gmail.com;Ikura;Seafood;18;31.0
2018-04-09 12:16:28;henriette_pfalzheim.fejkmejl@gmail.com;Borówka Basia;Luxury;9;21.37
2018-04-09 12:23:33;patricia_mckenna.fejkmejl@gmail.com;Camembert Pierrot;Dairy Products;6;
2018-04-09 12:37:33;jytte_petersen.fejkmejl@gmail.com;Raclette Courdavault;Dairy Products;9;55.0
2018-04-09 12:45:14;howard_snyder.fejkmejl@gmail.com;Thüringer Rostbratwurst;Meat/Poultry;2;123.79
2018-04-09 12:52:20;elizabeth_lincoln.fejkmejl@gmail.com;Ipoh Coffee;Beverages;9;46.0
2018-04-09 12:54:06;renate_messner.fejkmejl@gmail.com;Raclette Courdavault;Dairy Products;25;55.0
2018-04-09 12:54:14;pascale_cartrain.fejkmejl@gmail.com;Louisiana Hot Spiced Okra;Condiments;60;17.0
2018-04-09 13:01:49;jonas_bergulfsen.fejkmejl@gmail.com;Guaraná Fantástica;Beverages;15;4.5
2018-04-09 13:08:02;patricio_simpson.fejkmejl@gmail.com;Sasquatch Ale;Beverages;20;14.0
2018-04-09 13:08:45;manuel_pereira.fejkmejl@gmail.com;Thüringer Rostbratwurst;Meat/Poultry;10;123.79
2018-04-09 13:08:48;sergio_gutiérrez.fejkmejl@gmail.com;Maxilaku;Confections;2;20.0
2018-04-09 13:08:58;jose_pavarotti.fejkmejl@gmail.com;Scottish Longbreads;Confections;80;12.5
2018-04-09 13:09:11;pascale_cartrain.fejkmejl@gmail.com;Filo Mix;Grains/Cereals;2;7.0
2018-04-09 13:13:13;yang_wang.fejkmejl@gmail.com;Vegie-spread;Condiments;12;43.9
2018-04-09 13:22:57;roland_mendel.fejkmejl@gmail.com;Gula Malacca;Condiments;77;FREE
2018-04-09 13:23:22;mario_pontes.fejkmejl@gmail.com;Alice Mutton;Meat/Poultry;15;39.0
2018-04-09 13:27:36;ann_devon.fejkmejl@gmail.com;Mozzarella di Giovanni;Dairy Products;20;34.8
2018-04-09 13:28:53;roland_mendel.fejkmejl@gmail.com;Guaraná Fantástica;Beverages;30;4.5
2018-04-09 13:41:24;philip_cramer.fejkmejl@gmail.com;Maxilaku;Confections;21;20.0
2018-04-09 13:46:03;palle_ibsen.fejkmejl@gmail.com;Louisiana Fiery Hot Pepper Sauce;Condiments;15;21.05
2018-04-09 13:48:26;pascale_cartrain.fejkmejl@gmail.com;Singaporean Hokkien Fried Mee;Grains/Cereals;2;14.0
2018-04-09 13:57:56;horst_kloss.fejkmejl@gmail.com;Pavlova;Confections;50;FREE
2018-04-09 13:59:51;zbyszek.nowak.fejkmejl@gmail.com;Tarte au sucre;Confections;12;49.3
2018-04-09 14:05:24;art_braunschweiger.fejkmejl@gmail.com;Scottish Longbreads;Confections;6;12.5
2018-04-09 14:06:37;thomas_hardy.fejkmejl@gmail.com;Chang;Beverages;15;19.0
2018-04-09 14:11:40;hari_kumar.fejkmejl@gmail.com;Ikura;Seafood;36;31.0
2018-04-09 14:21:22;eduardo_saavedra.fejkmejl@gmail.com;Wimmers gute Semmelknödel;Grains/Cereals;7;33.25
2018-04-09 14:33:27;patricia_mckenna.fejkmejl@gmail.com;Mishi Kobe Niku;Meat/Poultry;50;97.0
2018-04-09 14:41:58;patricia_mckenna.fejkmejl@gmail.com;Raclette Courdavault;Dairy Products;40;55.0
2018-04-09 14:55:41;horst_kloss.fejkmejl@gmail.com;Northwoods Cranberry Sauce;Condiments;70;40.0
2018-04-09 14:55:42;antonio_moreno.fejkmejl@gmail.com;Boston Crab Meat;Seafood;10;18.4
2018-04-09 15:00:40;jose_pavarotti.fejkmejl@gmail.com;Konbu;Seafood;84;6.0
2018-04-09 15:24:41;carine_schmitt.fejkmejl@gmail.com;Tarte au sucre;Confections;10;49.3
2018-04-09 15:28:50;horst_kloss.fejkmejl@gmail.com;Mozzarella di Giovanni;Dairy Products;35;34.8
2018-04-09 15:36:02;jytte_petersen.fejkmejl@gmail.com;Scottish Longbreads;Confections;36;12.5
2018-04-09 15:48:39;annette_roulet.fejkmejl@gmail.com;Louisiana Hot Spiced Okra;Condiments;10;17.0
2018-04-09 15:50:52;jean_fresnière.fejkmejl@gmail.com;Gustaf's Knäckebröd;Grains/Cereals;40;21.0
2018-04-09 15:53:04;pirkko_koskitalo.fejkmejl@gmail.com;Flotemysost;Dairy Products;30;21.5
2018-04-09 16:13:48;henriette_pfalzheim.fejkmejl@gmail.com;Scottish Longbreads;Confections;40;12.5
2018-04-09 16:17:22;felipe_izquierdo.fejkmejl@gmail.com;Mozzarella di Giovanni;Dairy Products;60;34.8
2018-04-09 16:21:11;miguel_angel_paolino.fejkmejl@gmail.com;Vegie-spread;Condiments;5;43.9
2018-04-09 16:24:17;karl_jablonski.fejkmejl@gmail.com;Chef Anton's Cajun Seasoning;Condiments;35;22.0
2018-04-09 16:27:35;isabel_de_castro.fejkmejl@gmail.com;Manjimup Dried Apples;Produce;18;53.0
2018-04-09 16:29:10;roland_mendel.fejkmejl@gmail.com;Wimmers gute Semmelknödel;Grains/Cereals;35;33.25
2018-04-09 16:34:23;christina_berglund.fejkmejl@gmail.com;Tofu;Produce;16;23.25
2018-04-09 16:36:16;jonas_bergulfsen.fejkmejl@gmail.com;Perth Pasties;Meat/Poultry;5;32.8
2018-04-09 16:38:05;paula_wilson.fejkmejl@gmail.com;Chef Anton's Cajun Seasoning;Condiments;25;22.0
2018-04-09 16:40:32;janete_limeira.fejkmejl@gmail.com;Chang;Beverages;5;19.0
2018-04-09 16:46:22;philip_cramer.fejkmejl@gmail.com;Pavlova;Confections;20;17.45
2018-04-09 16:47:24;karl_jablonski.fejkmejl@gmail.com;Northwoods Cranberry Sauce;Condiments;70;40.0
2018-04-09 16:51:25;thomas_hardy.fejkmejl@gmail.com;Zaanse koeken;Confections;25;9.5
2018-04-09 16:55:36;philip_cramer.fejkmejl@gmail.com;NuNuCa Nuß-Nougat-Creme;Confections;18;14.0
2018-04-09 17:01:35;victoria_ashworth.fejkmejl@gmail.com;Uncle Bob's Organic Dried Pears;Produce;30;30.0
2018-04-09 17:13:42;jose_pavarotti.fejkmejl@gmail.com;Gumbär Gummibärchen;Confections;70;31.23
2018-04-09 17:14:36;howard_snyder.fejkmejl@gmail.com;Tarte au sucre;Confections;20;49.3
2018-04-09 17:16:41;bernardo_batista.fejkmejl@gmail.com;Jack's New England Clam Chowder;Seafood;8;9.65
2018-04-09 17:17:31;dominique_perrier.fejkmejl@gmail.com;Kalafior Krzyś;Luxury;14;314.16
2018-04-09 17:28:18;karl_jablonski.fejkmejl@gmail.com;Kalafior Krzyś;Luxury;30;314.16
2018-04-09 17:44:47;rene_phillips.fejkmejl@gmail.com;Gnocchi di nonna Alice;Grains/Cereals;20;38.0
2018-04-09 17:45:20;miguel_angel_paolino.fejkmejl@gmail.com;Alice Mutton;Meat/Poultry;8;39.0
2018-04-09 17:48:45;antonio_moreno.fejkmejl@gmail.com;Chang;Beverages;20;19.0
2018-04-09 18:14:01;horst_kloss.fejkmejl@gmail.com;Lakkalikööri;Beverages;33;18.0
2018-04-09 18:14:38;thomas_hardy.fejkmejl@gmail.com;Valkoinen suklaa;Confections;15;16.25
2018-04-09 18:16:00;hari_kumar.fejkmejl@gmail.com;Pavlova;Confections;56;17.45
2018-04-09 18:20:56;matti_karttunen.fejkmejl@gmail.com;Northwoods Cranberry Sauce;Condiments;10;40.0
2018-04-09 18:22:57;horst_kloss.fejkmejl@gmail.com;Camembert Pierrot;Dairy Products;84;34.0
2018-04-09 18:39:51;peter_franken.fejkmejl@gmail.com;Raclette Courdavault;Dairy Products;30;55.0
2018-04-09 18:42:55;karl_jablonski.fejkmejl@gmail.com;Gnocchi di nonna Alice;Grains/Cereals;5;38.0
2018-04-09 18:48:21;aria_cruz.fejkmejl@gmail.com;Boston Crab Meat;Seafood;4;
2018-04-09 18:50:16;janete_limeira.fejkmejl@gmail.com;Guaraná Fantástica;Beverages;15;4.5
2018-04-09 19:22:25;miguel_angel_paolino.fejkmejl@gmail.com;Alice Mutton;Meat/Poultry;10;39.0
2018-04-09 19:41:13;carlos_gonzález.fejkmejl@gmail.com;Camembert Pierrot;Dairy Products;8;34.0
2018-04-09 19:54:16;mario_pontes.fejkmejl@gmail.com;Guaraná Fantástica;Beverages;35;4.5
2018-04-09 19:56:45;pirkko_koskitalo.fejkmejl@gmail.com;Ipoh Coffee;Beverages;25;46.0
2018-04-10 08:07:28;pascale_cartrain.fejkmejl@gmail.com;Schoggi Schokolade;Confections;25;43.9
2018-04-10 08:20:34;jose_pavarotti.fejkmejl@gmail.com;Maxilaku;Confections;18;20.0
2018-04-10 08:21:59;carlos_hernández.fejkmejl@gmail.com;Gudbrandsdalsost;Dairy Products;8;36.0
2018-04-10 08:42:16;miguel_angel_paolino.fejkmejl@gmail.com;Konbu;Seafood;10;FREE
2018-04-10 08:42:49;john_steel.fejkmejl@gmail.com;Boston Crab Meat;Seafood;10;
2018-04-10 08:43:03;janete_limeira.fejkmejl@gmail.com;Camembert Pierrot;Dairy Products;40;34.0
2018-04-10 09:02:19;rene_phillips.fejkmejl@gmail.com;Louisiana Fiery Hot Pepper Sauce;Condiments;15;21.05
2018-04-10 09:13:03;maurizio_moroni.fejkmejl@gmail.com;Guaraná Fantástica;Beverages;10;4.5
2018-04-10 09:13:15;christina_berglund.fejkmejl@gmail.com;Flotemysost;Dairy Products;20;21.5
2018-04-10 09:20:54;ana_trujillo.fejkmejl@gmail.com;Konbu;Seafood;10;6.0
2018-04-10 09:28:34;renate_messner.fejkmejl@gmail.com;Borówka Basia;Luxury;20;21.37
2018-04-10 09:29:07;horst_kloss.fejkmejl@gmail.com;Lakkalikööri;Beverages;44;18.0
2018-04-10 09:38:04;felipe_izquierdo.fejkmejl@gmail.com;Camembert Pierrot;Dairy Products;24;34.0
2018-04-10 09:38:37;frédérique_citeaux.fejkmejl@gmail.com;Côte de Blaye;Beverages;10;263.5
2018-04-10 09:43:39;paula_wilson.fejkmejl@gmail.com;Gnocchi di nonna Alice;Grains/Cereals;30;38.0
2018-04-10 09:44:33;paula_parente.fejkmejl@gmail.com;Mishi Kobe Niku;Meat/Poultry;20;97.0
2018-04-10 09:47:56;jonas_bergulfsen.fejkmejl@gmail.com;Pavlova;Confections;15;17.45
2018-04-10 09:48:14;carlos_gonzález.fejkmejl@gmail.com;Uncle Bob's Organic Dried Pears;Produce;15;30.0
2018-04-10 09:52:43;mario_pontes.fejkmejl@gmail.com;Jack's New England Clam Chowder;Seafood;10;FREE
2018-04-10 09:55:43;rene_phillips.fejkmejl@gmail.com;Sir Rodney's Scones;Confections;15;10.0
2018-04-10 10:05:38;elizabeth_lincoln.fejkmejl@gmail.com;Raclette Courdavault;Dairy Products;9;55.0
2018-04-10 10:17:35;philip_cramer.fejkmejl@gmail.com;Pâté chinois;Meat/Poultry;35;24.0
2018-04-10 10:25:54;horst_kloss.fejkmejl@gmail.com;Sirop d'érable;Condiments;16;28.5
2018-04-10 10:39:18;carlos_hernández.fejkmejl@gmail.com;Scottish Longbreads;Confections;30;12.5
2018-04-10 10:41:53;paul_henriot.fejkmejl@gmail.com;Flotemysost;Dairy Products;20;21.5
2018-04-10 11:02:46;aria_cruz.fejkmejl@gmail.com;Jack's New England Clam Chowder;Seafood;12;9.65
2018-04-10 11:02:57;ann_devon.fejkmejl@gmail.com;Pâté chinois;Meat/Poultry;35;24.0
2018-04-10 11:03:01;maurizio_moroni.fejkmejl@gmail.com;Geitost;Dairy Products;20;2.5
2018-04-10 11:16:26;karl_jablonski.fejkmejl@gmail.com;Gudbrandsdalsost;Dairy Products;30;36.0
2018-04-10 11:19:29;helvetius_nagy.fejkmejl@gmail.com;Outback Lager;Beverages;6;15.0
2018-04-10 11:21:55;josé_pedro_freyre.fejkmejl@gmail.com;Pâté chinois;Meat/Poultry;4;24.0
2018-04-10 11:25:24;jonas_bergulfsen.fejkmejl@gmail.com;Rössle Sauerkraut;Produce;6;45.6
2018-04-10 11:33:32;patricia_mckenna.fejkmejl@gmail.com;Sasquatch Ale;Beverages;30;14.0
2018-04-10 11:42:07;rita_müller.fejkmejl@gmail.com;Mascarpone Fabioli;Dairy Products;15;32.0
2018-04-10 11:42:44;alejandra_camino.fejkmejl@gmail.com;Rogede sild;Seafood;20;9.5
2018-04-10 11:45:14;jose_pavarotti.fejkmejl@gmail.com;Thüringer Rostbratwurst;Meat/Poultry;60;123.79
2018-04-10 11:45:58;peter_franken.fejkmejl@gmail.com;Perth Pasties;Meat/Poultry;10;32.8
2018-04-10 11:49:49;jose_pavarotti.fejkmejl@gmail.com;Tourtière;Meat/Poultry;30;7.45
2018-04-10 11:55:46;helen_bennett.fejkmejl@gmail.com;Flotemysost;Dairy Products;12;21.5
2018-04-10 11:58:03;matti_karttunen.fejkmejl@gmail.com;Singaporean Hokkien Fried Mee;Grains/Cereals;6;14.0
2018-04-10 12:14:12;carlos_gonzález.fejkmejl@gmail.com;Spegesild;Seafood;20;12.0
2018-04-10 12:15:30;mario_pontes.fejkmejl@gmail.com;Gudbrandsdalsost;Dairy Products;30;36.0
2018-04-10 12:19:36;martine_rancé.fejkmejl@gmail.com;Scottish Longbreads;Confections;18;12.5
2018-04-10 12:22:42;frédérique_citeaux.fejkmejl@gmail.com;Gnocchi di nonna Alice;Grains/Cereals;40;38.0
2018-04-10 12:27:28;art_braunschweiger.fejkmejl@gmail.com;Inlagd Sill;Seafood;20;19.0
2018-04-10 12:33:01;jose_pavarotti.fejkmejl@gmail.com;Inlagd Sill;Seafood;55;19.0
2018-04-10 12:33:30;andré_fonseca.fejkmejl@gmail.com;Raclette Courdavault;Dairy Products;20;
2018-04-10 12:38:45;renate_messner.fejkmejl@gmail.com;Thüringer Rostbratwurst;Meat/Poultry;18;123.79
2018-04-10 12:53:06;laurence_lebihan.fejkmejl@gmail.com;Tourtière;Meat/Poultry;15;7.45
2018-04-10 12:57:13;lino_rodriguez.fejkmejl@gmail.com;Ikura;Seafood;24;31.0
2018-04-10 12:58:22;guillermo_fernández.fejkmejl@gmail.com;Thüringer Rostbratwurst;Meat/Poultry;4;123.79
2018-04-10 13:06:55;jaime_yorres.fejkmejl@gmail.com;Louisiana Fiery Hot Pepper Sauce;Condiments;12;21.05
2018-04-10 13:28:12;christina_berglund.fejkmejl@gmail.com;Pavlova;Confections;12;17.45
2018-04-10 13:30:00;jose_pavarotti.fejkmejl@gmail.com;Chang;Beverages;25;19.0
2018-04-10 13:33:56;yoshi_latimer.fejkmejl@gmail.com;Alice Mutton;Meat/Poultry;2;39.0
2018-04-10 13:37:30;paula_wilson.fejkmejl@gmail.com;Flotemysost;Dairy Products;9;21.5
2018-04-10 13:38:53;andré_fonseca.fejkmejl@gmail.com;Queso Manchego La Pastora;Dairy Products;4;38.0
2018-04-10 13:49:28;frédérique_citeaux.fejkmejl@gmail.com;Pâté chinois;Meat/Poultry;18;24.0
2018-04-10 13:58:20;horst_kloss.fejkmejl@gmail.com;Camembert Pierrot;Dairy Products;55;34.0
2018-04-10 14:00:11;jean_fresnière.fejkmejl@gmail.com;Flotemysost;Dairy Products;15;21.5
2018-04-10 14:04:41;patricio_simpson.fejkmejl@gmail.com;Laughing Lumberjack Lager;Beverages;20;14.0
2018-04-10 14:11:20;elizabeth_lincoln.fejkmejl@gmail.com;Pâté chinois;Meat/Poultry;15;24.0
2018-04-10 14:40:15;helvetius_nagy.fejkmejl@gmail.com;Tarte au sucre;Confections;10;49.3
2018-04-10 14:40:31;jose_pavarotti.fejkmejl@gmail.com;Boston Crab Meat;Seafood;42;18.4
2018-04-10 14:44:46;thomas_hardy.fejkmejl@gmail.com;Borówka Basia;Luxury;50;21.37
2018-04-10 14:57:16;felipe_izquierdo.fejkmejl@gmail.com;Sir Rodney's Scones;Confections;30;10.0
2018-04-10 14:58:12;laurence_lebihan.fejkmejl@gmail.com;Inlagd Sill;Seafood;30;FREE
2018-04-10 15:16:59;karl_jablonski.fejkmejl@gmail.com;Escargots de Bourgogne;Seafood;15;13.25
2018-04-10 15:19:24;pascale_cartrain.fejkmejl@gmail.com;Alice Mutton;Meat/Poultry;40;39.0
2018-04-10 15:22:52;mary_saveley.fejkmejl@gmail.com;Geitost;Dairy Products;4;2.5
2018-04-10 15:40:40;yang_wang.fejkmejl@gmail.com;Camembert Pierrot;Dairy Products;10;34.0
2018-04-10 15:46:52;henriette_pfalzheim.fejkmejl@gmail.com;Original Frankfurter grüne Soße;Condiments;10;13.0
2018-04-10 15:52:00;ann_devon.fejkmejl@gmail.com;Louisiana Hot Spiced Okra;Condiments;24;17.0
2018-04-10 16:03:54;patricia_mckenna.fejkmejl@gmail.com;Flotemysost;Dairy Products;50;21.5
2018-04-10 16:05:18;palle_ibsen.fejkmejl@gmail.com;Tarte au sucre;Confections;15;49.3
2018-04-10 16:09:44;jonas_bergulfsen.fejkmejl@gmail.com;Guaraná Fantástica;Beverages;8;4.5
2018-04-10 16:09:47;andré_fonseca.fejkmejl@gmail.com;Zaanse koeken;Confections;15;9.5
2018-04-10 16:11:11;renate_messner.fejkmejl@gmail.com;Northwoods Cranberry Sauce;Condiments;24;40.0
2018-04-10 16:11:34;sergio_gutiérrez.fejkmejl@gmail.com;Sir Rodney's Scones;Confections;5;10.0
2018-04-10 16:18:19;palle_ibsen.fejkmejl@gmail.com;Jack's New England Clam Chowder;Seafood;30;9.65
2018-04-10 16:26:34;jose_pavarotti.fejkmejl@gmail.com;Boston Crab Meat;Seafood;40;18.4
2018-04-10 16:41:32;pirkko_koskitalo.fejkmejl@gmail.com;Tofu;Produce;20;23.25
2018-04-10 17:01:43;guillermo_fernández.fejkmejl@gmail.com;Rogede sild;Seafood;21;
2018-04-10 17:02:06;laurence_lebihan.fejkmejl@gmail.com;Tofu;Produce;20;23.25
2018-04-10 17:18:51;pedro_afonso.fejkmejl@gmail.com;Chef Anton's Gumbo Mix;Condiments;20;21.35
2018-04-10 17:22:05;liu_wong.fejkmejl@gmail.com;Ikura;Seafood;6;31.0
2018-04-10 17:27:09;pirkko_koskitalo.fejkmejl@gmail.com;Perth Pasties;Meat/Poultry;50;32.8
2018-04-10 17:32:55;josé_pedro_freyre.fejkmejl@gmail.com;Valkoinen suklaa;Confections;9;
2018-04-10 17:36:31;rene_phillips.fejkmejl@gmail.com;Raclette Courdavault;Dairy Products;8;55.0
2018-04-10 17:37:50;helen_bennett.fejkmejl@gmail.com;Chang;Beverages;10;19.0
2018-04-10 17:49:17;maria_larsson.fejkmejl@gmail.com;Outback Lager;Beverages;50;15.0
2018-04-10 18:07:52;janete_limeira.fejkmejl@gmail.com;Sasquatch Ale;Beverages;20;14.0
2018-04-10 18:21:59;christina_berglund.fejkmejl@gmail.com;Gumbär Gummibärchen;Confections;15;31.23
2018-04-10 18:42:06;pirkko_koskitalo.fejkmejl@gmail.com;Steeleye Stout;Beverages;6;18.0
2018-04-10 18:51:51;bernardo_batista.fejkmejl@gmail.com;Louisiana Fiery Hot Pepper Sauce;Condiments;20;21.05
2018-04-10 18:51:55;thomas_hardy.fejkmejl@gmail.com;Konbu;Seafood;20;6.0
2018-04-10 19:01:08;janete_limeira.fejkmejl@gmail.com;Chang;Beverages;12;19.0
2018-04-10 19:06:08;sergio_gutiérrez.fejkmejl@gmail.com;Spegesild;Seafood;3;12.0
2018-04-10 19:11:09;mary_saveley.fejkmejl@gmail.com;Spegesild;Seafood;20;12.0
2018-04-10 19:49:40;martine_rancé.fejkmejl@gmail.com;Kalafior Krzyś;Luxury;2;314.16
2018-04-10 19:57:39;peter_franken.fejkmejl@gmail.com;Camembert Pierrot;Dairy Products;36;34.0
2018-04-11 08:02:06;roland_mendel.fejkmejl@gmail.com;Wimmers gute Semmelknödel;Grains/Cereals;30;33.25
2018-04-11 08:14:29;josé_pedro_freyre.fejkmejl@gmail.com;Wimmers gute Semmelknödel;Grains/Cereals;15;33.25
2018-04-11 08:15:24;roland_mendel.fejkmejl@gmail.com;Konbu;Seafood;65;6.0
2018-04-11 08:18:01;christina_berglund.fejkmejl@gmail.com;Jack's New England Clam Chowder;Seafood;10;9.65
2018-04-11 08:21:39;simon_crowther.fejkmejl@gmail.com;Outback Lager;Beverages;6;15.0
2018-04-11 08:22:17;paula_wilson.fejkmejl@gmail.com;Tarte au sucre;Confections;70;49.3
2018-04-11 08:24:59;roland_mendel.fejkmejl@gmail.com;Jack's New England Clam Chowder;Seafood;13;9.65
2018-04-11 08:27:53;michael_holz.fejkmejl@gmail.com;Borówka Basia;Luxury;30;21.37
2018-04-11 08:38:09;karin_josephs.fejkmejl@gmail.com;Sasquatch Ale;Beverages;20;14.0
2018-04-11 09:05:15;jose_pavarotti.fejkmejl@gmail.com;Teatime Chocolate Biscuits;Confections;35;9.2
2018-04-11 09:07:25;aria_cruz.fejkmejl@gmail.com;Tourtière;Meat/Poultry;30;7.45
2018-04-11 09:07:33;patricia_mckenna.fejkmejl@gmail.com;Chartreuse verte;Beverages;3;18.0
2018-04-11 09:10:26;guillermo_fernández.fejkmejl@gmail.com;Queso Cabrales;Dairy Products;10;21.0
2018-04-11 09:19:53;renate_messner.fejkmejl@gmail.com;Original Frankfurter grüne Soße;Condiments;25;13.0
2018-04-11 09:50:38;philip_cramer.fejkmejl@gmail.com;Ipoh Coffee;Beverages;15;46.0
2018-04-11 09:51:45;karl_jablonski.fejkmejl@gmail.com;Alice Mutton;Meat/Poultry;42;39.0
2018-04-11 09:53:09;thomas_hardy.fejkmejl@gmail.com;Valkoinen suklaa;Confections;24;16.25
2018-04-11 09:59:59;jean_fresnière.fejkmejl@gmail.com;Côte de Blaye;Beverages;49;263.5
2018-04-11 10:03:53;jose_pavarotti.fejkmejl@gmail.com;Guaraná Fantástica;Beverages;20;4.5
2018-04-11 10:15:31;horst_kloss.fejkmejl@gmail.com;Gudbrandsdalsost;Dairy Products;9;36.0
2018-04-11 10:25:39;hanna_moos.fejkmejl@gmail.com;Sirop d'érable;Condiments;4;28.5
2018-04-11 10:26:52;alejandra_camino.fejkmejl@gmail.com;Scottish Longbreads;Confections;2;12.5
2018-04-11 10:32:26;jose_pavarotti.fejkmejl@gmail.com;Alice Mutton;Meat/Poultry;77;39.0
2018-04-11 10:37:42;howard_snyder.fejkmejl@gmail.com;Chai;Beverages;8;18.0
2018-04-11 11:02:16;paula_wilson.fejkmejl@gmail.com;Queso Cabrales;Dairy Products;40;21.0
2018-04-11 11:18:48;victoria_ashworth.fejkmejl@gmail.com;Ravioli Angelo;Grains/Cereals;6;19.5
2018-04-11 11:29:34;lúcia_carvalho.fejkmejl@gmail.com;Steeleye Stout;Beverages;30;18.0
2018-04-11 11:31:32;elizabeth_brown.fejkmejl@gmail.com;Konbu;Seafood;1;6.0
2018-04-11 11:32:47;antonio_moreno.fejkmejl@gmail.com;Queso Cabrales;Dairy Products;24;21.0
2018-04-11 11:35:27;roland_mendel.fejkmejl@gmail.com;Queso Cabrales;Dairy Products;15;21.0
2018-04-11 11:44:57;palle_ibsen.fejkmejl@gmail.com;Original Frankfurter grüne Soße;Condiments;7;13.0
2018-04-11 11:46:19;zbyszek.nowak.fejkmejl@gmail.com;Manjimup Dried Apples;Produce;2;53.0
2018-04-11 12:00:52;maria_larsson.fejkmejl@gmail.com;Chef Anton's Cajun Seasoning;Condiments;50;22.0
2018-04-11 12:02:49;anabela_domingues.fejkmejl@gmail.com;Borówka Basia;Luxury;20;21.37
2018-04-11 12:05:52;jaime_yorres.fejkmejl@gmail.com;Gnocchi di nonna Alice;Grains/Cereals;21;38.0
2018-04-11 12:13:43;thomas_hardy.fejkmejl@gmail.com;Steeleye Stout;Beverages;4;18.0
2018-04-11 12:13:56;maria_anders.fejkmejl@gmail.com;Raclette Courdavault;Dairy Products;15;FREE
2018-04-11 12:14:19;christina_berglund.fejkmejl@gmail.com;Chartreuse verte;Beverages;20;18.0
2018-04-11 12:30:16;jean_fresnière.fejkmejl@gmail.com;Gnocchi di nonna Alice;Grains/Cereals;20;38.0
